image,caption,caption-ja
1296770308_3db2022f5a.jpg,Dark nightclub with chairs .,椅子のある暗いナイトクラブ。
1296770308_3db2022f5a.jpg,"There a several people in a dark bar-type room , including one girl on a stool .",暗いバータイプの部屋には、スツールに乗っている女の子を含む数人の人がいます。
1298295313_db1f4c6522.jpg,A blonde boy wearing a blue life vest and camo shorts jumps off a diveboard into a blue lake .,青い救命胴衣と迷彩柄のショートパンツを着た金髪の少年は、ダイブボードから青い湖に飛び込みます。
1298295313_db1f4c6522.jpg,A boy diving backward off a pier in a large lake .,大きな湖の桟橋から後方に飛び込む少年。
1298295313_db1f4c6522.jpg,A boy in a blue life jacket jumps into the water .,青い救命胴衣を着た少年が水に飛び込む。
1298295313_db1f4c6522.jpg,A boy in a blue life jacket jumps off a board into the lake .,青い救命胴衣を着た少年がボードから飛び降りて湖に飛び込む。
1298295313_db1f4c6522.jpg,A boy is holding his nose and jumping off a diving board backwards into a lake .,男の子が鼻をかざして、飛び込み台から飛び降りて湖に後方に飛び込んでいる。
1298866571_b4c496b71c.jpg,a asian man gives an evil eye to the camera .,アジア人男性がカメラに邪眼を向ける。
1298866571_b4c496b71c.jpg,A man in a suit holds his cellphone in the air .,スーツを着た男が携帯電話を空中に持っている。
1298866571_b4c496b71c.jpg,A serious looking young man with a suit holds a cellphone .,スーツを着た真面目な見た目の若者が携帯電話を持っている。
1298866571_b4c496b71c.jpg,A young Asian man is looking at his cellphone .,アジアの若い男性が携帯電話を見ている。
1298866571_b4c496b71c.jpg,Man in suit is using his cellphone while sitting on a train .,スーツを着た男が電車に座りながら携帯電話を使っている。
1299459550_1fd5594fa2.jpg,A boy in swimming trunks .,水泳パンツの少年。
1299459550_1fd5594fa2.jpg,A toddler in blue shorts is laying face down on the wet ground .,青いショートパンツを着た幼児が濡れた地面に伏せて横たわっています。
1299459550_1fd5594fa2.jpg,A young boy laying face down in water .,水に伏せて横たわっている少年。
1299459550_1fd5594fa2.jpg,"Boy in shorts , face down in shallow , reflective water .",ショートパンツを着た少年、浅く反射する水で顔を下に向ける。
1299459550_1fd5594fa2.jpg,The boy in swim trunks is laying face down on a watery pavement .,水泳パンツを着た少年は、水っぽい舗装の上に伏せて横たわっている。
1299459562_ed0e064aee.jpg,"Three boys in baggy bathing suits play in splashing water in front a of grey , block wall .",だぶだぶの水着を着た3人の男の子が、灰色のブロックの壁の前で水をはねかけて遊ぶ。
1299459562_ed0e064aee.jpg,three boys in size order getting wet next to a wall,大きさの三人の男の子が壁の横で濡れている
1299459562_ed0e064aee.jpg,Three boys play in a spray of water .,三人の男の子が水しぶきで遊ぶ。
1299459562_ed0e064aee.jpg,Three boys playing in some water .,水中で遊んでいる三人の男の子。
1299459562_ed0e064aee.jpg,Three shirtless boys are playing in the water .,三人の上半身裸の男の子が水遊びをしている。
1301140633_046e4e8010.jpg,a boy in a blue shirt with dirt on his face,顔に汚れがついた青いシャツを着た少年
1301140633_046e4e8010.jpg,A boy with a dirty face smiles .,汚い顔の男の子が微笑む。
1301140633_046e4e8010.jpg,A child with a dirty face looks at the camera and smiles .,汚い顔をした子供がカメラを見て微笑む。
1301140633_046e4e8010.jpg,"Blond child with dirty face holding yellow bottle with red cap , plants in background .",赤い帽子をかぶった黄色い瓶を持つ汚い顔をした金髪の子供、背景に植物。
1301140633_046e4e8010.jpg,The boy has blonde hair and a dirty face .,その少年はブロンドの髪と汚い顔をしている。
130211457_be3f6b335d.jpg,A girl in a red and black leotard with white writing is standing next to a man in a cap and a girl in a hot pink and black and white checkered outfit .,白と書かれた赤と黒のレオタードを着た女の子が、帽子をかぶった男とホットピンクと黒と白の市松模様の女の子の隣に立っています。
130211457_be3f6b335d.jpg,A man has his arms around two women who are posing for a picture with him .,男性は、彼と一緒に写真を撮るためにポーズをとっている2人の女性の周りに腕を持っています。
130211457_be3f6b335d.jpg,A man with a backpack and cap posing with two girls dressed in tight uniforms .,タイトな制服を着た二人の女の子とポーズをとるバックパックと帽子をかぶった男。
130211457_be3f6b335d.jpg,Two blonde models pose with a man under an umbrella .,2人の金髪モデルが傘の下で男とポーズをとる。
130211457_be3f6b335d.jpg,Two woman posing with a guy .,男とポーズをとる二人の女性。
1302657647_46b36c0d66.jpg,A man hanging from bars outdoors,屋外のバーからぶら下がっている男性
1302657647_46b36c0d66.jpg,A man hangs onto the monkey bars at a jungle gym .,ジャングルジムのモンキーバーに男がぶら下がっている。
1302657647_46b36c0d66.jpg,A man holding onto a jungle gym ladder .,ジャングルジムのはしごを握っている男性。
1302657647_46b36c0d66.jpg,A man in warm clothes swinging on monkey bars at night .,夜にモンキーバーで揺れる暖かい服を着た男。
1302657647_46b36c0d66.jpg,A man swinging on the monkey bars,モンキーバーの上で揺れる男
1303335399_b3facd47ab.jpg,A baby boy wearing a shoulder life saver is at the very edge of an orange pool slide .,肩のライフセーバーを身に着けている男の子は、オレンジ色のプールスライドの端にいます。
1303335399_b3facd47ab.jpg,A little boy has gown down an orange slide .,小さな男の子がオレンジ色の滑り台にガウンを着ています。
1303335399_b3facd47ab.jpg,A small boy in water wings and a bathing suit slides down a water slide .,ウォーターウィングと水着を着た小さな男の子がウォータースライドを滑り降りる。
1303335399_b3facd47ab.jpg,"A very young boy sliding down a slide into a swimming pool , wearing blue floaties .",青いフロートを着て、滑り台を滑り降りてプールに滑り込む非常に若い男の子。
1303335399_b3facd47ab.jpg,The small boy is sliding down a pool slide and is about to hit the water .,小さな男の子がプールの滑り台を滑り降りて、水にぶつかろうとしています。
1303548017_47de590273.jpg,A girl poses on the train tracks near a station,駅近くの線路でポーズをとる女の子
1303548017_47de590273.jpg,A woman wearing a green shirt stands on the railroad tracks .,緑色のシャツを着た女性が線路の上に立っている。
1303548017_47de590273.jpg,A young female in a green tank top and shorts standing in the middle of the railroad tracks .,線路の真ん中に立っている緑色のタンクトップとショートパンツを着た若い女性。
1303548017_47de590273.jpg,Girl with green tank top standing in the middle of a train track with multicolor train cars to the right .,右側に多色の電車がある線路の真ん中に立っている緑色のタンクトップを持つ少女。
1303548017_47de590273.jpg,The girl with the green tank top and grey shorts is standing in the middle of the empty railroad track .,緑のタンクトップとグレーのショートパンツを着た少女は、空の線路の真ん中に立っています。
1303550623_cb43ac044a.jpg,A girl in a tank top and jean capris stands on railroad tracks .,タンクトップを着た少女とジーンズのカプリが線路に立つ。
1303550623_cb43ac044a.jpg,A girl is standing barefoot on the railroad tracks,女の子が線路に裸足で立っている
1303550623_cb43ac044a.jpg,a girl stands in the train tracks .,女の子が線路に立っている。
1303550623_cb43ac044a.jpg,A young woman in jeans and a tank top standing on railroad tracks .,ジーンズを着た若い女性と線路に立つタンクトップ。
1303550623_cb43ac044a.jpg,Girl is standing out on the train tracks .,女の子は線路で目立っています。
1303727066_23d0f6ed43.jpg,A dark haired bearded man wearing a turquoise shirt with a yellow peace sign on it .,黄色のピースサインが入ったターコイズ色のシャツを着た黒髪のひげを生やした男性。
1303727066_23d0f6ed43.jpg,A man wearing a peace sign on his shirt smiles .,シャツにピースサインを着た男が微笑む。
1303727066_23d0f6ed43.jpg,A man with a peace sign shirt stops to look at something .,ピースサインのシャツを着た男が何かを見るために立ち止まる。
1303727066_23d0f6ed43.jpg,A smiling bearded man wears a shirt with an orange peace sign,笑顔のあごひげを生やした男がオレンジ色のピースサインの入ったシャツを着ている
1303727066_23d0f6ed43.jpg,The T-shirt worn by the man has a bright orange peace symbol on the back .,男性が着ているTシャツは、背中に明るいオレンジ色の平和のシンボルがあります。
1303727828_d1052ee341.jpg,A man in a feather hat looking down .,羽毛帽子をかぶった男が下を見下ろしている。
1303727828_d1052ee341.jpg,A person wears a headdress and sunglasses .,人は頭飾りとサングラスをかけます。
1303727828_d1052ee341.jpg,A woman in a floral print dress and a shaved head at a store .,花柄のドレスを着た女性と、店頭で坊主頭。
1303727828_d1052ee341.jpg,A woman with a crazy hairdo is shopping outside .,クレイジーな髪型の女性が外で買い物をしている。
1303727828_d1052ee341.jpg,The person wearing earrings is wearing a feathered hat .,イヤリングをつけている人は羽毛のついた帽子をかぶっています。
1304100320_c8990a1539.jpg,The two dogs are running through a field of flowers .,二匹の犬が花畑の中を走っています。
1304100320_c8990a1539.jpg,Two dogs are running through a field of pink flowers .,2匹の犬がピンクの花畑を走っています。
1304100320_c8990a1539.jpg,Two dogs bound over a flower-covered hill .,花に覆われた丘の上に縛られた二匹の犬。
1304100320_c8990a1539.jpg,Two dogs playing in a misty field filled with purple flowers,紫色の花でいっぱいの霧の多い畑で遊んでいる二匹の犬
1304100320_c8990a1539.jpg,Two gray dogs run through a field of pink heather .,2匹の灰色の犬がピンクのヘザーの畑を駆け抜けます。
1304961697_76b86b0c18.jpg,Two children on surfboards wave to each other .,サーフボードに乗った2人の子供がお互いに手を振る。
1304961697_76b86b0c18.jpg,Two children prepare to high-five while participating in water sports .,2人の子供がウォータースポーツに参加しながらハイタッチの準備をします。
1304961697_76b86b0c18.jpg,Two kids on wake-boards attempt to give one another a high-five .,ウェイクボードに乗っている2人の子供がお互いにハイタッチをしようとする.
1304961697_76b86b0c18.jpg,Two kids wakeboarding simultaneously decide to signal for a high five .,ウェイクボードをしている2人の子供が同時にハイファイブの合図を決める。
1304961697_76b86b0c18.jpg,Two young kids wakeboarding with one hand each in the air .,2人の幼い子供がそれぞれ片手で空中でウェイクボードをしています。
1305564994_00513f9a5b.jpg,A man in street racer armor is examining the tire of another racer 's motorbike .,ストリートレーサーの鎧を着た男が別のレーサーのバイクのタイヤを調べている。
1305564994_00513f9a5b.jpg,The two racers drove the white bike down the road .,二人のレーサーが白い自転車を運転して道を下った。
1305564994_00513f9a5b.jpg,Two motorists are riding along on their vehicle that is oddly designed and colored .,2人の運転手が、奇妙なデザインと色の車に乗っています。
1305564994_00513f9a5b.jpg,Two people are in a small race car driving by a green hill .,緑の丘を走る小さなレースカーに二人が乗っている。
1305564994_00513f9a5b.jpg,Two people in racing uniforms in a street car .,路面電車でレーシングユニフォームを着た二人。
1306145560_1e37081b91.jpg,A black dog carries an orange tennis ball in his mouth as he swims .,黒い犬は、泳いでいるときにオレンジ色のテニスボールを口に運びます。
1306145560_1e37081b91.jpg,A black dog swims in the water .,黒い犬が水の中を泳ぐ。
1306145560_1e37081b91.jpg,"A black dog , with a tennis ball in its mouth , swims through water .",テニスボールを口に入れた黒い犬が水の中を泳ぐ。
1306145560_1e37081b91.jpg,A dog swims holding a tennis ball in its mouth .,犬がテニスボールを口に入れて泳ぐ。
1306145560_1e37081b91.jpg,The dog is swimming with the ball .,犬はボールを持って泳いでいる。
1307635496_94442dc21a.jpg,A boy wearing black sandals runs along the grass .,黒いサンダルを履いた男の子が草の上を走っている。
1307635496_94442dc21a.jpg,A child runs through a field .,子供が畑を駆け抜ける。
1307635496_94442dc21a.jpg,A small male child running through the grass with a smile on his face .,笑みを浮かべて草の中を走る小さな男児。
1307635496_94442dc21a.jpg,A smiling boy runs through the grass .,笑顔の男の子が草の中を駆け抜ける。
1307635496_94442dc21a.jpg,A young boy is walking in a grassy field .,若い男の子が草原を歩いている。
1308472581_9961782889.jpg,a boy in blue shirt splashing in water under a dock,波止場の下で水しぶきを上げる青いシャツを着た少年
1308472581_9961782889.jpg,A laughing girl holding a bucket splashes in the ocean,バケツを持って笑う少女が海に飛び散る
1308472581_9961782889.jpg,A young girl plays under a pier with a blue bucket .,若い女の子が青いバケツを持って桟橋の下で遊んでいます。
1308472581_9961782889.jpg,Girls with a blue bucket is playing and splashing in the ocean water .,青いバケツを持った女の子が遊んでいて、海の水にはねかけています。
1308472581_9961782889.jpg,The girl with the blue bucket splashes beneath the pier .,青いバケツを持った少女が桟橋の下に飛び散る。
1308617539_54e1a3dfbe.jpg,A boy is jumping from a body board into the ocean .,男の子がボディボードから海に飛び込んでいる。
1308617539_54e1a3dfbe.jpg,A boy splashing through the ocean .,海を飛び散る少年。
1308617539_54e1a3dfbe.jpg,A child running through the water .,水の中を走る子供。
1308617539_54e1a3dfbe.jpg,A young boy running with a boogie board into the water,ブギーボードを持って水の中を走る少年
1308617539_54e1a3dfbe.jpg,The little boy runs into the ocean .,その小さな男の子は海にぶつかる。
1309330801_aeeb23f1ee.jpg,One girl is doing a handstand on an outdoor trampoline while another girl stands on the trampoline with one hand in the air .,一人の女の子が屋外トランポリンで逆立ちをしていて、別の女の子が片手で空中にトランポリンの上に立っています。
1309330801_aeeb23f1ee.jpg,One girl is doing a handstand on a trampoline while another girl watches,一人の女の子がトランポリンで逆立ちをしている間に別の女の子が見ている
1309330801_aeeb23f1ee.jpg,The children are playing on the trampoline .,子供たちはトランポリンで遊んでいます。
1309330801_aeeb23f1ee.jpg,Two girls are performing tricks on a trampoline .,二人の女の子がトランポリンでトリックをしている。
1309330801_aeeb23f1ee.jpg,Two girls jumping on a trampoline in a backyard .,裏庭でトランポリンでジャンプする二人の女の子。
1311132744_5ffd03f831.jpg,A black and grey dog runs in a field with its tongue hanging out .,黒と灰色の犬が舌をぶら下げて畑を走っています。
1311132744_5ffd03f831.jpg,A black dog with a red collar runs through grass .,赤い首輪の黒い犬が草の中を走っています。
1311132744_5ffd03f831.jpg,A black dog with a red collar walks through the grass with his mouth open and tongue hanging out .,赤い首輪の黒い犬は、口を開けて舌をぶら下げて草の中を歩きます。
1311132744_5ffd03f831.jpg,A dog with a red collar and its tongue hanging out runs through tall grass .,赤い首輪と舌がぶら下がっている犬は、背の高い草の中を駆け抜けます。
1311132744_5ffd03f831.jpg,A dog with red collar is running in the field .,赤い襟の犬が野原を走っています。
1311388430_4ab0cd1a1f.jpg,A person hanging from a telephone pole near the mountains .,山の近くの電柱にぶら下がっている人。
1311388430_4ab0cd1a1f.jpg,A person is hanging in the air from the power lines .,人が送電線から空中にぶら下がっている。
1311388430_4ab0cd1a1f.jpg,A person is hanging upside down from power lines .,人が電力線から逆さまにぶら下がっている。
1311388430_4ab0cd1a1f.jpg,Person hanging upside down from poles,ポールから逆さまにぶら下がっている人
1311388430_4ab0cd1a1f.jpg,Someone is suspended from electrical wires .,誰かが電線から吊り下げられています。
1312020846_5abb4a9be2.jpg,Two little puppies chase each other on a stone wall .,2匹の子犬が石の壁でお互いを追いかけ合う。
1312020846_5abb4a9be2.jpg,Two puppies run across flat stones in garden area .,2匹の子犬が庭の平らな石を横切って走ります。
1312020846_5abb4a9be2.jpg,Two puppies walking on stones .,石の上を歩く二匹の子犬。
1312020846_5abb4a9be2.jpg,Two small puppies run along the edge of a stone wall nearby a heavily foliaged area .,2匹の小さな子犬が、葉の多いエリアの近くの石の壁の端に沿って走っています。
1312020846_5abb4a9be2.jpg,two small tan puppies walking on a stone path,石の小道を歩いている2匹の小さな日焼けした子犬
1312227131_771b5ed201.jpg,dogs running on a cold but sunny morning,寒いけど晴れた朝に走っている犬
1312227131_771b5ed201.jpg,A group of dogs is pulling a sled over snow as the sun sets .,夕日が沈むにつれて、犬のグループが雪の上にそりを引っ張っています。
1312227131_771b5ed201.jpg,Dogs are pulling a sled across the snow .,犬が雪を横切ってそりを引っ張っている。
1312227131_771b5ed201.jpg,Sled dogs trekking through snow near a forest .,森の近くで雪の中をトレッキングするそり犬。
1312227131_771b5ed201.jpg,Two dogs walk through the snow .,二匹の犬が雪の中を歩く。
1312954382_cf6d70d63a.jpg,A girl in a green dress plays with a Hello Kitty balloon .,緑のドレスを着た女の子がハローキティの風船で遊んでいます。
1312954382_cf6d70d63a.jpg,A girl wearing a green and orange dress walks on the street with a balloon .,緑とオレンジのドレスを着た女の子が風船を持って通りを歩いている。
1312954382_cf6d70d63a.jpg,A little girl in an elaborate green and orange dress is chasing after a pink and white balloon figure .,精巧な緑とオレンジのドレスを着た少女が、ピンクと白の風船の姿を追いかけている。
1312954382_cf6d70d63a.jpg,A little girl on the street in a yellowish green and orange dress is holding a Hello Kitty balloon with her right hand .,黄色がかった緑色とオレンジ色のドレスを着た通りにいる小さな女の子が、右手でハローキティの風船を持っています。
1312954382_cf6d70d63a.jpg,The girl is wearing a green dress and holding a hello kitty balloon .,女の子は緑のドレスを着て、ハローキティの風船を持っています。
1313693129_71d0b21c63.jpg,A boy and a girl are standing on a river bank facing the water .,男の子と女の子が水に面した川岸に立っています。
1313693129_71d0b21c63.jpg,A boy and a slightly older girl stand on the shore of a small blue lake .,男の子と少し年上の女の子が小さな青い湖の岸に立っています。
1313693129_71d0b21c63.jpg,A young woman and a young boy stand on the shore of a river .,若い女性と少年が川の岸に立つ。
1313693129_71d0b21c63.jpg,"Two people , a boy in yellow and girl in brown , standing at the shore of a lake .",湖のほとりに立つ、黄色の男の子と茶色の女の子の二人。
1313693129_71d0b21c63.jpg,Two people stand by the water 's edge .,水際には二人が立っている。
1313961775_824b87d155.jpg,A girl floating wearing a life vest .,救命胴衣を着て浮かんでいる女の子。
1313961775_824b87d155.jpg,A girl wearing a life vest floats in water .,救命胴衣を着た少女が水に浮かぶ。
1313961775_824b87d155.jpg,A young girl floats on her back in water and peers over her life jacket .,若い女の子が水中で背中に浮かび、ライフジャケットの上をのぞきます。
1313961775_824b87d155.jpg,a young girl wearing a bulky red life jacket floating in a lake .,湖に浮かぶかさばる赤い救命胴衣を着た少女。
1313961775_824b87d155.jpg,The little girl is wearing a floating device in the water .,その少女は水に浮かぶ装置を身につけている。
1316247213_1d2c726dd5.jpg,A closeup of a little girl laughing .,笑っている少女の接写。
1316247213_1d2c726dd5.jpg,A girl in a purple shirt and a pink snoopy hat is laughing .,紫色のシャツとピンクのスヌーピー帽子をかぶった女の子が笑っている。
1316247213_1d2c726dd5.jpg,A young girl wearing a snoopy hat and purple shirt stands smiling .,スヌーピーの帽子と紫色のシャツを着た少女が笑って立っている。
1316247213_1d2c726dd5.jpg,"The girl in the purple top and shorts , wearing a hat , is laughing .",帽子をかぶった紫色のトップとショートパンツの女の子が笑っている。
1316247213_1d2c726dd5.jpg,The little girl smiles at the camera with her eyes closed .,少女は目を閉じてカメラに向かって微笑む。
131632409_4de0d4e710.jpg,A girl in a bikini walks along the beach with huge clouds and a sandy beach behind her .,ビキニを着た女の子が巨大な雲と後ろに砂浜を持ってビーチを歩く。
131632409_4de0d4e710.jpg,A young woman wearing a blue swimsuit top is standing on a sandy beach .,青い水着を着た若い女性が砂浜に立っている。
131632409_4de0d4e710.jpg,Beach scene with young woman in skimpy bikini top in foreground,露出度の高いビキニトップをフォアグラウンドで着た若い女性とビーチシーン
131632409_4de0d4e710.jpg,Woman in a bikini top is walking on the beach,ビキニトップを着た女性がビーチを歩いている
131632409_4de0d4e710.jpg,Young woman in a bikini top on the beach .,ビーチでビキニトップの若い女性。
1317292658_ba29330a0b.jpg,a boy enjoys a rain shower .,少年はレインシャワーを楽しんでいる。
1317292658_ba29330a0b.jpg,A boy in bathing trunks is standing under a water shower .,入浴パンツの男の子が水シャワーの下に立っています。
1317292658_ba29330a0b.jpg,A boy in swim trunks screams while being sprayed with water .,水泳パンツを着た男の子が水をかけられながら悲鳴を上げる。
1317292658_ba29330a0b.jpg,A boy is squinting while being sprayed with water from a flat ground surface .,男の子が平らな地面から水を噴霧されながら目を細めている。
1317292658_ba29330a0b.jpg,A boy wearing black swimming trunks is standing in a fountain .,黒い水泳パンツを着た男の子が噴水に立っている。
1319634306_816f21677f.jpg,A brown dog is sitting in some long grass .,茶色の犬が長い草の中に座っている。
1319634306_816f21677f.jpg,A brown dog sits still on a hillside .,茶色の犬が丘の中腹にじっと座っている。
1319634306_816f21677f.jpg,A large tan dog sits on a grassy hill .,芝生の丘の上に大きな日焼けした犬が座っています。
1319634306_816f21677f.jpg,A large yellow dog is sitting on a hill .,大きな黄色い犬が丘の上に座っています。
1319634306_816f21677f.jpg,The dog is sitting on the side of the hill .,犬は丘の脇に座っている。
1321723162_9d4c78b8af.jpg,A little girl holding hands with her ice skating instructor .,アイススケートのインストラクターと手をつないでいる少女。
1321723162_9d4c78b8af.jpg,An older girl helps a younger girl ice skate .,年上の女の子は若い女の子のアイススケートを手伝います。
1321723162_9d4c78b8af.jpg,The two girls hold hands with one another while they skate on the ice .,二人の女の子は氷の上でスケートをしながら互いに手をつないでいる。
1321723162_9d4c78b8af.jpg,Two girls are ice skating with each other .,二人の女の子がお互いにアイススケートをしている。
1321723162_9d4c78b8af.jpg,Two people go ice skating in a rink .,二人がスケートリンクでアイススケートに行く。
1321949151_77b77b4617.jpg,A little boy and a little girl are lying on a black bench surrounded by adults .,小さな男の子と小さな女の子が、大人に囲まれた黒いベンチに横たわっています。
1321949151_77b77b4617.jpg,People at a museum standing by benches with two children laying down and one person sitting .,ベンチのそばに立っている美術館の人々で、2人の子供が横たわり、1人が座っています。
1321949151_77b77b4617.jpg,Two children and some adults are sitting on a row of black couches .,二人の子供と何人かの大人が黒いソファの列に座っています。
1321949151_77b77b4617.jpg,Two children lie on puffy benches at a museum while four adults look on .,2人の子供が美術館のふくらんでいるベンチに横たわり、4人の大人が見ています。
1321949151_77b77b4617.jpg,Two tired children rest on couches at an art museum while the adults around them view the art .,疲れたふたりの子どもが美術館のソファで休み、周囲の大人が美術を鑑賞する。
1322323208_c7ecb742c6.jpg,A boy and a girl playing on the beach .,ビーチで遊んでいる男の子と女の子。
1322323208_c7ecb742c6.jpg,A small boy and girls are playing in the sand on the beach .,小さな男の子と女の子が浜辺の砂浜で遊んでいます。
1322323208_c7ecb742c6.jpg,"Two children , one of which is holding a stick , are standing on the beach as the sun begins to set .",太陽が沈み始めると、そのうちの1人が棒を持っている2人の子供がビーチに立っています。
1322323208_c7ecb742c6.jpg,Two children on the beach silhouetted by the setting sun .,夕日に沈むシルエットを描いたビーチで二人の子供。
1322323208_c7ecb742c6.jpg,Two young children playing with sticks at the beach .,ビーチで棒で遊んでいる2人の幼い子供。
1324816249_86600a6759.jpg,A brown dog stands in a lush field with the stunning clouds and mountains behind it .,茶色の犬が緑豊かな野原に立ち、後ろには見事な雲と山があります。
1324816249_86600a6759.jpg,A golden dog walks on a trail through tall grass with mountains in the background .,金色の犬が山を背景にした背の高い草の中をトレイルを歩く。
1324816249_86600a6759.jpg,A golden retriever walking through high grass .,高い草の中を歩くゴールデンレトリバー。
1324816249_86600a6759.jpg,a tan dog running through a field with his tongue hanging out,舌をぶら下げて野原を駆け抜ける日焼けした犬
1324816249_86600a6759.jpg,A tan dog walks along a grassy path with his long pink tongue hanging out .,日焼けした犬は、長いピンクの舌をぶら下げて芝生の道を歩きます。
132489044_3be606baf7.jpg,A man sleeping with a bag on his lap on public transportation,公共交通機関でバッグを膝の上に置いて寝ている男性
132489044_3be606baf7.jpg,A man who has fallen asleep on public transportation .,公共交通機関で眠りに落ちた男性。
132489044_3be606baf7.jpg,"An asian man in a suit on the subway , asleep .",地下鉄でスーツを着たアジア人男性が眠っている。
132489044_3be606baf7.jpg,A tired business man takes a quick nap while riding the train .,疲れたビジネスマンが電車に乗っている間、素早い昼寝をする。
132489044_3be606baf7.jpg,A young man in a suit and tie leans against a railing to take a nap on public transit .,スーツとネクタイを着た若者は、公共交通機関で昼寝をするために手すりに寄りかかっています。
1329832826_432538d331.jpg,"People stand on a street corner at dusk , with a pharmacy in the background .",人々は夕暮れ時に街角に立ち、薬局を背景にしています。
1329832826_432538d331.jpg,People stand outside of the Rite Aid pharmacy on Broadway .,人々はブロードウェイのライトエイド薬局の外に立っています。
1329832826_432538d331.jpg,People waiting to cross the street in front of a pharmacy with lit up sign .,ライトアップされた看板を持って薬局の前の通りを渡るのを待っている人。
1329832826_432538d331.jpg,Some people look to cross the street in front of a drug store .,ドラッグストアの前の通りを渡ろうとする人がいる。
1329832826_432538d331.jpg,This is a picture of a Broadway Rite Aid Pharmacy that has a bright neon sign and people are prepared to cross the street in front of it .,これは、明るいネオンサインがあり、人々がその前の通りを横断する準備ができているブロードウェイライトエイド薬局の写真です。
1330645772_24f831ff8f.jpg,A black and white dog is running in the grass .,黒と白の犬が草の中を走っています。
1330645772_24f831ff8f.jpg,A black dog is running across a low cut field nearby an area of trees .,黒い犬が木々の近くのローカットの畑を走っています。
1330645772_24f831ff8f.jpg,a black dog runs through a field .,黒い犬が野原を駆け抜ける。
1330645772_24f831ff8f.jpg,A dog runs in a field .,犬が野原を走る。
1330645772_24f831ff8f.jpg,A large black and white dog is running through a grassy field .,大きな黒と白の犬が芝生の畑を走っています。
133189853_811de6ab2a.jpg,"A man wearing a tuxedo shirt , vest , and bow-tie is kissing another man wearing the same thing on the cheek .",タキシードシャツ、ベスト、蝶ネクタイを着た男性が頬に同じものを着ている別の男性にキスをしている。
133189853_811de6ab2a.jpg,A man with a shaved head is kissing another man on the cheek .,坊主頭を持つ男が頬に別の男にキスをしている。
133189853_811de6ab2a.jpg,One man in a vest and tie plants a kiss on the cheek of another happy man .,ベストとネクタイを着た一人の男が別の幸せな男の頬にキスをする.
133189853_811de6ab2a.jpg,One man kissing another man on the check and both are in white shirts with black vests .,一人の男が小切手で別の男にキスをし、両方とも黒いベストを着た白いシャツを着ています.
133189853_811de6ab2a.jpg,"One men is laughing while being kissed on the cheek by another man , both men are wearing formal wear",一人の男が別の男に頬にキスをされながら笑っている、二人とも正装をしている
1332208215_fa824f6659.jpg,A man in glasses and an Asian woman are seated across from each other in a subway train .,眼鏡をかけた男性とアジアの女性が地下鉄の電車の中で向かい合って座っている.
1332208215_fa824f6659.jpg,People on a subway .,地下鉄に乗っている人。
1332208215_fa824f6659.jpg,People sit inside a train .,人々は電車の中に座っています。
1332208215_fa824f6659.jpg,Several people sit on a train .,電車には何人か座っている。
1332208215_fa824f6659.jpg,Two men and one woman are sitting in a subway train .,2人の男性と1人の女性が地下鉄の電車に座っています。
1332492622_8c66992b62.jpg,A group of people stand on a balcony near a colorful circus building .,カラフルなサーカスの建物の近くのバルコニーに立つ人々のグループ。
1332492622_8c66992b62.jpg,A woman and children navigate the balcony of an amusement ride .,女性と子供が遊園地のバルコニーをナビゲートする。
1332492622_8c66992b62.jpg,A woman and two children walking through the upper levels of a carnival attraction .,カーニバルのアトラクションの上層階を歩いている女性と2人の子供。
1332492622_8c66992b62.jpg,People stand on a colorful balcony .,人々は色とりどりのバルコニーに立つ。
1332492622_8c66992b62.jpg,People walking in brightly-colored building .,明るい色の建物を歩いている人。
1332722096_1e3de8ae70.jpg,Three women standing on a city street .,街の通りに立っている三人の女性。
1332722096_1e3de8ae70.jpg,Three women walk down the street .,三人の女性が通りを歩いている。
1332722096_1e3de8ae70.jpg,Two girls and a woman walking on the sidewalk,歩道を歩いている二人の女の子と一人の女性
1332722096_1e3de8ae70.jpg,Two girls in bright green boots and a woman are together .,明るい緑色のブーツを履いた2人の女の子と1人の女性が一緒です。
1332722096_1e3de8ae70.jpg,Two young ladies in green boots are walking through an urban area while an older lady wearing black shoes follows them .,緑のブーツを履いた2人の若い女性が都会を歩いている間、黒い靴を履いた年配の女性が彼らを追いかけています。
1332815795_8eea44375e.jpg,A baby swings in a swing near a wooden fence .,赤ちゃんが木のフェンスの近くでブランコに乗ってスイングします。
1332815795_8eea44375e.jpg,A baby wearing all white swinging on a swing .,ブランコに乗って真っ白に揺れる赤ちゃん。
1332815795_8eea44375e.jpg,A little girl is swinging in a baby swing on the playground .,小さな女の子が遊び場でベビースイングをしている。
1332815795_8eea44375e.jpg,A little girl rides in a child 's swing .,小さな女の子が子供のブランコに乗る。
1332815795_8eea44375e.jpg,a young baby girl wearing a white outfit swinging in a baby swing,ベビースイングで揺れる白い服を着た若い女の赤ちゃん
1332823164_c70a5d930e.jpg,A girl standing in the ocean,海に立っている女の子
1332823164_c70a5d930e.jpg,a girl walks in the ocean .,女の子が海の中を歩く。
1332823164_c70a5d930e.jpg,A woman in a red jacket stands on the beach facing the water as it covers her feet .,赤いジャケットを着た女性が、足を覆うように海に面したビーチに立っています。
1332823164_c70a5d930e.jpg,A woman is watching the tide .,女性が潮を見ている。
